dataset,top_n,gene_mode,modality,acc_mean,acc_std,f1_mean,f1_std,auroc_mean,auroc_std,topk_mean,topk_std
LINCS,25,wilcoxon_union,Late Fusion,0.25549090600563784,0.09975482333130106,0.24405915954620278,0.10535432551333966,0.6830317982873595,0.06209092994913624,0.40029421931893516,0.11980736274646016
LINCS,30,random,CP,0.24242585744910322,0.09346470169511031,0.21810447584375176,0.09109216575658315,0.6540971453054034,0.057639472426627994,0.3538161797338559,0.08620724850217826
LINCS,30,random,Early Fusion,0.2625835675782327,0.08827474723378263,0.2420080999599912,0.08971164376076211,0.6718467474520726,0.056884273828679874,0.37236173477261636,0.08302970348056482
LINCS,30,random,GE,0.20376986628505528,0.06929137676680618,0.19009483478714506,0.06824252168888628,0.6404494636663496,0.03829135372303954,0.34879974067899766,0.06328895874996919
LINCS,30,random,Late Fusion,0.25611326078312385,0.07729035651937399,0.232723106644934,0.08405142276009743,0.6639092030862037,0.05413148919467764,0.36035963971038876,0.0900761794191874
LINCS,30,ranked,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,30,ranked,Early Fusion,0.2581690508943662,0.09992956562105026,0.23973014114295652,0.10199225291555618,0.6631696036929985,0.06465036207987718,0.3854880525333701,0.08663645704535809
LINCS,30,ranked,GE,0.22551322875426288,0.10237826417660743,0.22911931771131006,0.10385156965671465,0.6727810368967609,0.04206402957255584,0.37130895814475195,0.10637978704079792
LINCS,30,ranked,Late Fusion,0.2532257152061524,0.09971754995969281,0.23176994783949983,0.10269303677468955,0.6553839238749442,0.06240246558164935,0.3562449517027509,0.1091076009218459
LINCS,30,wilcoxon_union,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,30,wilcoxon_union,Early Fusion,0.2680899666018986,0.10779352396383059,0.25895765385398917,0.10478217689374919,0.6826321955991003,0.07247621489447678,0.36432983027101196,0.10263841351221974
LINCS,30,wilcoxon_union,GE,0.2827110594937646,0.11052664826000809,0.2816240106527629,0.12736863981177876,0.7045946739754312,0.047570915315969346,0.424941598164685,0.08959800457455341
LINCS,30,wilcoxon_union,Late Fusion,0.2749335543209305,0.1163664071007421,0.2654961711384921,0.11788295111384829,0.6769623009617064,0.06553570002187523,0.392736074549194,0.12023959559770672
LINCS,300,random,CP,0.24242585744910322,0.09346470169511031,0.21810447584375176,0.09109216575658315,0.6540971453054034,0.057639472426627994,0.3538161797338559,0.08620724850217826
LINCS,300,random,Early Fusion,0.25583948710134635,0.10267845433800984,0.25027613181753844,0.09521153359483157,0.6729843176143985,0.05063039041897557,0.3905055637159446,0.08482351597637645
LINCS,300,random,GE,0.25668466147882585,0.07988294142303823,0.24577656888263635,0.08603352439908758,0.6747814675268696,0.0397836154781892,0.38659659347712316,0.06381311980385702
LINCS,300,random,Late Fusion,0.26020950924184033,0.092469157327637,0.24491050752061305,0.09477411773719223,0.663131344303556,0.0491582440070058,0.37600618231605515,0.08201817419975706
LINCS,300,ranked,CP,0.24242585744910325,0.10238545089780655,0.21810447584375176,0.0997864679937605,0.6540971453054034,0.06819994350634036,0.3538161797338559,0.09443530925019299
LINCS,300,ranked,Early Fusion,0.2589102015784803,0.11962356619141272,0.24819043375139693,0.10151945130806318,0.677394955858381,0.0626850394976089,0.37871370425009754,0.0692677084382243
LINCS,300,ranked,GE,0.27337108512218117,0.08474706038230716,0.2603954509008828,0.08722325470711627,0.6913703155752059,0.04886609953120195,0.3913723299144944,0.06663706100359701
LINCS,300,ranked,Late Fusion,0.27288522408392757,0.09735305742915643,0.25354819020588304,0.09378625560794294,0.6728603518827265,0.06363700475691517,0.37252949572170074,0.09018609492533536
